request_id,architecture,concurrency,trial,warmup,timestamp,start_time,end_time,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,success,http_status,fallback_triggered,region,target_region,local_or_remote,workload_hash
req_0001,edgesync_local,4,trial1,False,1787682058.346,2026-08-25 23:50:58,2026-08-25 23:50:58,9.418,0.44,0.0,0.44,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0002,edgesync_local,4,trial1,False,1787682058.345,2026-08-25 23:50:58,2026-08-25 23:50:58,7.013,0.383,0.0,0.383,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0003,edgesync_local,4,trial1,False,1787682058.359,2026-08-25 23:50:58,2026-08-25 23:50:58,19.449,0.57,0.0,0.57,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0004,edgesync_local,4,trial1,False,1787682058.355,2026-08-25 23:50:58,2026-08-25 23:50:58,11.939,0.411,0.0,0.411,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0005,edgesync_local,4,trial1,False,1787682058.353,2026-08-25 23:50:58,2026-08-25 23:50:58,7.568,0.243,0.0,0.243,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0006,edgesync_local,4,trial1,False,1787682058.351,2026-08-25 23:50:58,2026-08-25 23:50:58,5.241,0.37,0.0,0.37,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0007,edgesync_local,4,trial1,False,1787682058.357,2026-08-25 23:50:58,2026-08-25 23:50:58,6.105,0.194,0.0,0.194,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0008,edgesync_local,4,trial1,False,1787682058.356,2026-08-25 23:50:58,2026-08-25 23:50:58,3.431,0.176,0.0,0.176,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0009,edgesync_local,4,trial1,False,1787682058.361,2026-08-25 23:50:58,2026-08-25 23:50:58,6.024,0.183,0.0,0.183,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0010,edgesync_local,4,trial1,False,1787682058.363,2026-08-25 23:50:58,2026-08-25 23:50:58,7.106,0.228,0.0,0.228,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
