request_id,architecture,concurrency,trial,warmup,timestamp,start_time,end_time,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,success,http_status,fallback_triggered,region,target_region,local_or_remote,workload_hash
req_0001,edgesync_local,32,trial1,False,1787682060.756,2026-08-25 23:51:00,2026-08-25 23:51:00,8.265,0.385,0.0,0.385,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0002,edgesync_local,32,trial1,False,1787682060.759,2026-08-25 23:51:00,2026-08-25 23:51:00,10.115,0.314,0.0,0.314,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0003,edgesync_local,32,trial1,False,1787682060.76,2026-08-25 23:51:00,2026-08-25 23:51:00,10.5,0.298,0.0,0.298,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0004,edgesync_local,32,trial1,False,1787682060.763,2026-08-25 23:51:00,2026-08-25 23:51:00,11.753,0.183,0.0,0.183,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0005,edgesync_local,32,trial1,False,1787682060.77,2026-08-25 23:51:00,2026-08-25 23:51:00,17.238,0.194,0.0,0.194,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0006,edgesync_local,32,trial1,False,1787682060.768,2026-08-25 23:51:00,2026-08-25 23:51:00,14.178,0.175,0.0,0.175,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0007,edgesync_local,32,trial1,False,1787682060.769,2026-08-25 23:51:00,2026-08-25 23:51:00,13.798,0.429,0.0,0.429,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0008,edgesync_local,32,trial1,False,1787682060.767,2026-08-25 23:51:00,2026-08-25 23:51:00,9.5,0.228,0.0,0.228,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0009,edgesync_local,32,trial1,False,1787682060.789,2026-08-25 23:51:00,2026-08-25 23:51:00,31.302,0.168,0.0,0.168,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
req_0010,edgesync_local,32,trial1,False,1787682060.776,2026-08-25 23:51:00,2026-08-25 23:51:00,14.158,0.268,0.0,0.268,True,200,False,EAST,EAST,local,41bb6bfdc1addb1bccf419ef85368c3707a174331e092975df3d327c905c51b6
