request_id,architecture,concurrency,trial,warmup,timestamp,start_time,end_time,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,success,http_status,fallback_triggered,region,target_region,local_or_remote,workload_hash
req_0001,centralized,32,trial1,False,1787682054.634,2026-08-25 23:50:54,2026-08-25 23:50:54,8.126,0.296,0.0,0.296,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0002,centralized,32,trial1,False,1787682054.634,2026-08-25 23:50:54,2026-08-25 23:50:54,8.179,0.163,0.0,0.163,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0003,centralized,32,trial1,False,1787682054.636,2026-08-25 23:50:54,2026-08-25 23:50:54,8.533,0.297,0.0,0.297,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0004,centralized,32,trial1,False,1787682054.638,2026-08-25 23:50:54,2026-08-25 23:50:54,9.352,0.217,0.0,0.217,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0005,centralized,32,trial1,False,1787682054.642,2026-08-25 23:50:54,2026-08-25 23:50:54,11.364,0.203,0.0,0.203,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0006,centralized,32,trial1,False,1787682054.648,2026-08-25 23:50:54,2026-08-25 23:50:54,16.263,0.163,0.0,0.163,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0007,centralized,32,trial1,False,1787682054.651,2026-08-25 23:50:54,2026-08-25 23:50:54,18.99,0.253,0.0,0.253,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0008,centralized,32,trial1,False,1787682054.645,2026-08-25 23:50:54,2026-08-25 23:50:54,9.56,0.186,0.0,0.186,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0009,centralized,32,trial1,False,1787682054.644,2026-08-25 23:50:54,2026-08-25 23:50:54,9.211,0.167,0.0,0.167,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0010,centralized,32,trial1,False,1787682054.657,2026-08-25 23:50:54,2026-08-25 23:50:54,19.745,0.276,0.0,0.276,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0011,centralized,32,trial1,False,1787682054.646,2026-08-25 23:50:54,2026-08-25 23:50:54,8.503,0.176,0.0,0.176,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0012,centralized,32,trial1,False,1787682054.649,2026-08-25 23:50:54,2026-08-25 23:50:54,11.52,0.167,0.0,0.167,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0013,centralized,32,trial1,False,1787682054.663,2026-08-25 23:50:54,2026-08-25 23:50:54,21.287,0.358,0.0,0.358,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0014,centralized,32,trial1,False,1787682054.661,2026-08-25 23:50:54,2026-08-25 23:50:54,20.091,0.174,0.0,0.174,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0015,centralized,32,trial1,False,1787682054.661,2026-08-25 23:50:54,2026-08-25 23:50:54,15.984,0.163,0.0,0.163,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0016,centralized,32,trial1,False,1787682054.664,2026-08-25 23:50:54,2026-08-25 23:50:54,19.979,0.165,0.0,0.165,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0017,centralized,32,trial1,False,1787682054.679,2026-08-25 23:50:54,2026-08-25 23:50:54,31.474,0.227,0.0,0.227,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0018,centralized,32,trial1,False,1787682054.659,2026-08-25 23:50:54,2026-08-25 23:50:54,13.788,0.208,0.0,0.208,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0019,centralized,32,trial1,False,1787682054.676,2026-08-25 23:50:54,2026-08-25 23:50:54,25.599,0.143,0.0,0.143,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0020,centralized,32,trial1,False,1787682054.669,2026-08-25 23:50:54,2026-08-25 23:50:54,17.306,0.282,0.0,0.282,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0021,centralized,32,trial1,False,1787682054.678,2026-08-25 23:50:54,2026-08-25 23:50:54,24.254,0.255,0.0,0.255,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0022,centralized,32,trial1,False,1787682054.671,2026-08-25 23:50:54,2026-08-25 23:50:54,20.241,0.283,0.0,0.283,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0023,centralized,32,trial1,False,1787682054.672,2026-08-25 23:50:54,2026-08-25 23:50:54,20.438,0.249,0.0,0.249,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0024,centralized,32,trial1,False,1787682054.688,2026-08-25 23:50:54,2026-08-25 23:50:54,33.855,0.281,0.0,0.281,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0025,centralized,32,trial1,False,1787682054.689,2026-08-25 23:50:54,2026-08-25 23:50:54,34.05,0.238,0.0,0.238,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0026,centralized,32,trial1,False,1787682054.675,2026-08-25 23:50:54,2026-08-25 23:50:54,18.039,0.242,0.0,0.242,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0027,centralized,32,trial1,False,1787682054.677,2026-08-25 23:50:54,2026-08-25 23:50:54,13.496,0.333,0.0,0.333,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0028,centralized,32,trial1,False,1787682054.696,2026-08-25 23:50:54,2026-08-25 23:50:54,31.546,0.322,0.0,0.322,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0029,centralized,32,trial1,False,1787682054.686,2026-08-25 23:50:54,2026-08-25 23:50:54,23.878,0.259,0.0,0.259,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0030,centralized,32,trial1,False,1787682054.685,2026-08-25 23:50:54,2026-08-25 23:50:54,22.48,0.488,0.0,0.488,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0031,centralized,32,trial1,False,1787682054.701,2026-08-25 23:50:54,2026-08-25 23:50:54,37.712,0.207,0.0,0.207,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0032,centralized,32,trial1,False,1787682054.694,2026-08-25 23:50:54,2026-08-25 23:50:54,26.339,0.249,0.0,0.249,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0033,centralized,32,trial1,False,1787682054.717,2026-08-25 23:50:54,2026-08-25 23:50:54,48.898,0.32,0.0,0.32,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0034,centralized,32,trial1,False,1787682054.709,2026-08-25 23:50:54,2026-08-25 23:50:54,40.92,0.315,0.0,0.315,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0035,centralized,32,trial1,False,1787682054.705,2026-08-25 23:50:54,2026-08-25 23:50:54,31.182,0.191,0.0,0.191,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0036,centralized,32,trial1,False,1787682054.692,2026-08-25 23:50:54,2026-08-25 23:50:54,19.08,0.181,0.0,0.181,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0037,centralized,32,trial1,False,1787682054.692,2026-08-25 23:50:54,2026-08-25 23:50:54,19.437,0.582,0.0,0.582,True,200,False,EAST,WEST,remote,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
req_0038,centralized,32,trial1,False,1787682054.714,2026-08-25 23:50:54,2026-08-25 23:50:54,39.53,0.18,0.0,0.18,True,200,False,EAST,EAST,local,610fdb52a289288519770da336441a81957f92dc26fcf58537c517b65c2ce18b
