request_id,architecture,concurrency,trial,warmup,timestamp,start_time,end_time,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,success,http_status,fallback_triggered,region,target_region,local_or_remote,workload_hash
req_0001,edgesync_remote,1,trial2,False,1787682063.414,2026-08-25 23:51:03,2026-08-25 23:51:03,25.782,0.355,3.529,0.355,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0002,edgesync_remote,1,trial2,False,1787682063.421,2026-08-25 23:51:03,2026-08-25 23:51:03,6.969,0.393,3.363,0.393,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0003,edgesync_remote,1,trial2,False,1787682063.427,2026-08-25 23:51:03,2026-08-25 23:51:03,6.015,0.328,2.879,0.328,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0004,edgesync_remote,1,trial2,False,1787682063.433,2026-08-25 23:51:03,2026-08-25 23:51:03,5.887,0.299,2.795,0.299,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0005,edgesync_remote,1,trial2,False,1787682063.439,2026-08-25 23:51:03,2026-08-25 23:51:03,5.5,0.277,2.398,0.277,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0006,edgesync_remote,1,trial2,False,1787682063.444,2026-08-25 23:51:03,2026-08-25 23:51:03,5.481,0.28,2.576,0.28,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0007,edgesync_remote,1,trial2,False,1787682063.45,2026-08-25 23:51:03,2026-08-25 23:51:03,5.929,0.288,2.548,0.288,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0008,edgesync_remote,1,trial2,False,1787682063.457,2026-08-25 23:51:03,2026-08-25 23:51:03,6.637,0.411,2.978,0.411,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0009,edgesync_remote,1,trial2,False,1787682063.463,2026-08-25 23:51:03,2026-08-25 23:51:03,5.79,0.308,2.612,0.308,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0010,edgesync_remote,1,trial2,False,1787682063.47,2026-08-25 23:51:03,2026-08-25 23:51:03,6.993,0.4,3.076,0.4,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
req_0011,edgesync_remote,1,trial2,False,1787682063.477,2026-08-25 23:51:03,2026-08-25 23:51:03,6.249,0.368,2.884,0.368,True,200,False,EAST,WEST,remote,621a3e69251d0f582d1b3cc3eb789f9a6ad5de2ee33fdd1f8736c661aee0057e
