trial_id,request_id,architecture,source_region,target_region,locality_configuration,is_local,success,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,timestamp,workload_hash
trial2,req_0001,Centralized,EAST,EAST,L70,True,True,4.862,0.535,0.0,0.535,1787630856.871,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0002,Centralized,WEST,WEST,L70,True,True,4.31,0.408,0.0,0.408,1787630856.876,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0003,Centralized,CENTRAL,CENTRAL,L70,True,True,4.033,0.436,0.0,0.436,1787630856.88,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0004,Centralized,EAST,EAST,L70,True,True,4.79,0.869,0.0,0.869,1787630856.885,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0005,Centralized,WEST,WEST,L70,True,True,4.161,0.533,0.0,0.533,1787630856.889,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0006,Centralized,CENTRAL,CENTRAL,L70,True,True,3.668,0.291,0.0,0.291,1787630856.893,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0007,Centralized,EAST,EAST,L70,True,True,3.805,0.35,0.0,0.35,1787630856.896,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0008,Centralized,WEST,WEST,L70,True,True,2.717,0.281,0.0,0.281,1787630856.899,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0009,Centralized,CENTRAL,EAST,L70,False,True,4.054,0.429,0.0,0.429,1787630856.903,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0010,Centralized,EAST,WEST,L70,False,True,3.706,0.502,0.0,0.502,1787630856.907,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0011,Centralized,WEST,CENTRAL,L70,False,True,3.449,0.258,0.0,0.258,1787630856.91,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0012,Centralized,CENTRAL,CENTRAL,L70,True,True,2.646,0.252,0.0,0.252,1787630856.913,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0013,Centralized,EAST,EAST,L70,True,True,4.205,0.498,0.0,0.498,1787630856.917,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0014,Centralized,WEST,EAST,L70,False,True,4.22,0.4,0.0,0.4,1787630856.922,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0015,Centralized,CENTRAL,CENTRAL,L70,True,True,3.598,0.418,0.0,0.418,1787630856.925,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0016,Centralized,EAST,EAST,L70,True,True,4.267,0.504,0.0,0.504,1787630856.93,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0017,Centralized,WEST,CENTRAL,L70,False,True,3.93,0.477,0.0,0.477,1787630856.934,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0018,Centralized,CENTRAL,CENTRAL,L70,True,True,4.087,0.448,0.0,0.448,1787630856.938,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0019,Centralized,EAST,WEST,L70,False,True,4.105,0.454,0.0,0.454,1787630856.942,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0020,Centralized,WEST,WEST,L70,True,True,3.044,0.44,0.0,0.44,1787630856.945,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0021,Centralized,CENTRAL,CENTRAL,L70,True,True,4.735,0.452,0.0,0.452,1787630856.95,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0022,Centralized,EAST,CENTRAL,L70,False,True,4.005,0.511,0.0,0.511,1787630856.954,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0023,Centralized,WEST,EAST,L70,False,True,3.898,0.406,0.0,0.406,1787630856.958,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0024,Centralized,CENTRAL,CENTRAL,L70,True,True,2.907,0.472,0.0,0.472,1787630856.96,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0025,Centralized,EAST,CENTRAL,L70,False,True,2.764,0.403,0.0,0.403,1787630856.963,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0026,Centralized,WEST,WEST,L70,True,True,3.691,0.483,0.0,0.483,1787630856.967,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0027,Centralized,CENTRAL,CENTRAL,L70,True,True,3.089,0.438,0.0,0.438,1787630856.97,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0028,Centralized,EAST,WEST,L70,False,True,4.422,0.306,0.0,0.306,1787630856.975,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0029,Centralized,WEST,WEST,L70,True,True,3.843,0.274,0.0,0.274,1787630856.978,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0030,Centralized,CENTRAL,CENTRAL,L70,True,True,4.364,0.42,0.0,0.42,1787630856.983,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0031,Centralized,EAST,EAST,L70,True,True,3.7,0.434,0.0,0.434,1787630856.987,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0032,Centralized,WEST,WEST,L70,True,True,4.061,0.427,0.0,0.427,1787630856.991,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0033,Centralized,CENTRAL,CENTRAL,L70,True,True,4.105,0.459,0.0,0.459,1787630856.995,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
trial2,req_0034,Centralized,EAST,EAST,L70,True,True,3.898,0.41,0.0,0.41,1787630856.999,121c0bf432cb375d735b378aa915cf24d0b84e9291249ca3155625e052cfebbb
