trial_id,request_id,architecture,source_region,target_region,locality_configuration,is_local,success,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,timestamp,workload_hash
trial3,req_0001,Centralized,EAST,CENTRAL,L10,False,True,4.222,0.536,0.0,0.536,1787630881.374,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0002,Centralized,WEST,EAST,L10,False,True,4.093,0.492,0.0,0.492,1787630881.378,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0003,Centralized,CENTRAL,EAST,L10,False,True,3.21,0.384,0.0,0.384,1787630881.382,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0004,Centralized,EAST,WEST,L10,False,True,3.083,0.419,0.0,0.419,1787630881.385,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0005,Centralized,WEST,CENTRAL,L10,False,True,3.237,0.342,0.0,0.342,1787630881.388,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0006,Centralized,CENTRAL,WEST,L10,False,True,4.183,0.335,0.0,0.335,1787630881.392,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0007,Centralized,EAST,CENTRAL,L10,False,True,4.403,0.574,0.0,0.574,1787630881.397,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0008,Centralized,WEST,EAST,L10,False,True,4.419,0.458,0.0,0.458,1787630881.401,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0009,Centralized,CENTRAL,EAST,L10,False,True,4.461,0.465,0.0,0.465,1787630881.405,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0010,Centralized,EAST,EAST,L10,True,True,3.365,0.477,0.0,0.477,1787630881.409,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0011,Centralized,WEST,EAST,L10,False,True,5.0,0.577,0.0,0.577,1787630881.414,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0012,Centralized,CENTRAL,EAST,L10,False,True,4.634,0.679,0.0,0.679,1787630881.419,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0013,Centralized,EAST,WEST,L10,False,True,5.134,0.584,0.0,0.584,1787630881.424,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0014,Centralized,WEST,CENTRAL,L10,False,True,4.249,0.418,0.0,0.418,1787630881.428,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0015,Centralized,CENTRAL,WEST,L10,False,True,5.175,0.644,0.0,0.644,1787630881.433,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0016,Centralized,EAST,CENTRAL,L10,False,True,4.602,0.558,0.0,0.558,1787630881.438,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0017,Centralized,WEST,EAST,L10,False,True,4.933,0.552,0.0,0.552,1787630881.443,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0018,Centralized,CENTRAL,EAST,L10,False,True,4.441,0.539,0.0,0.539,1787630881.447,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0019,Centralized,EAST,WEST,L10,False,True,4.276,0.296,0.0,0.296,1787630881.452,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0020,Centralized,WEST,CENTRAL,L10,False,True,4.133,0.479,0.0,0.479,1787630881.456,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0021,Centralized,CENTRAL,WEST,L10,False,True,4.549,0.478,0.0,0.478,1787630881.46,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0022,Centralized,EAST,EAST,L10,True,True,4.964,0.58,0.0,0.58,1787630881.465,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0023,Centralized,WEST,CENTRAL,L10,False,True,3.9,0.395,0.0,0.395,1787630881.469,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0024,Centralized,CENTRAL,WEST,L10,False,True,4.279,0.452,0.0,0.452,1787630881.474,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0025,Centralized,EAST,CENTRAL,L10,False,True,4.315,0.505,0.0,0.505,1787630881.478,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0026,Centralized,WEST,EAST,L10,False,True,3.626,0.771,0.0,0.771,1787630881.482,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial3,req_0027,Centralized,CENTRAL,EAST,L10,False,True,3.845,0.505,0.0,0.505,1787630881.486,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
