trial_id,request_id,architecture,source_region,target_region,locality_configuration,is_local,success,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,timestamp,workload_hash
trial3,req_0001,Centralized,EAST,EAST,L50,True,True,3.672,0.322,0.0,0.322,1787630866.123,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0002,Centralized,WEST,WEST,L50,True,True,4.143,0.38,0.0,0.38,1787630866.127,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0003,Centralized,CENTRAL,CENTRAL,L50,True,True,3.665,0.377,0.0,0.377,1787630866.131,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0004,Centralized,EAST,EAST,L50,True,True,4.744,0.528,0.0,0.528,1787630866.136,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0005,Centralized,WEST,CENTRAL,L50,False,True,4.724,0.491,0.0,0.491,1787630866.141,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0006,Centralized,CENTRAL,CENTRAL,L50,True,True,4.942,0.576,0.0,0.576,1787630866.146,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0007,Centralized,EAST,EAST,L50,True,True,4.654,0.61,0.0,0.61,1787630866.15,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0008,Centralized,WEST,EAST,L50,False,True,4.38,0.466,0.0,0.466,1787630866.155,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0009,Centralized,CENTRAL,CENTRAL,L50,True,True,3.796,0.462,0.0,0.462,1787630866.159,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0010,Centralized,EAST,EAST,L50,True,True,4.586,0.468,0.0,0.468,1787630866.163,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0011,Centralized,WEST,WEST,L50,True,True,4.509,0.479,0.0,0.479,1787630866.168,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0012,Centralized,CENTRAL,CENTRAL,L50,True,True,4.141,0.469,0.0,0.469,1787630866.172,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0013,Centralized,EAST,EAST,L50,True,True,6.074,1.061,0.0,1.061,1787630866.178,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0014,Centralized,WEST,CENTRAL,L50,False,True,5.43,0.507,0.0,0.507,1787630866.183,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0015,Centralized,CENTRAL,WEST,L50,False,True,4.619,0.505,0.0,0.505,1787630866.188,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0016,Centralized,EAST,EAST,L50,True,True,4.754,0.486,0.0,0.486,1787630866.193,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0017,Centralized,WEST,WEST,L50,True,True,4.373,0.489,0.0,0.489,1787630866.197,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0018,Centralized,CENTRAL,EAST,L50,False,True,4.665,0.387,0.0,0.387,1787630866.202,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0019,Centralized,EAST,EAST,L50,True,True,3.85,0.331,0.0,0.331,1787630866.206,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0020,Centralized,WEST,EAST,L50,False,True,4.14,0.587,0.0,0.587,1787630866.21,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0021,Centralized,CENTRAL,EAST,L50,False,True,4.724,0.462,0.0,0.462,1787630866.215,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0022,Centralized,EAST,WEST,L50,False,True,2.876,0.333,0.0,0.333,1787630866.218,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0023,Centralized,WEST,WEST,L50,True,True,3.691,0.451,0.0,0.451,1787630866.221,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0024,Centralized,CENTRAL,CENTRAL,L50,True,True,3.581,0.38,0.0,0.38,1787630866.225,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0025,Centralized,EAST,CENTRAL,L50,False,True,3.581,0.378,0.0,0.378,1787630866.229,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0026,Centralized,WEST,EAST,L50,False,True,4.738,0.563,0.0,0.563,1787630866.233,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0027,Centralized,CENTRAL,EAST,L50,False,True,4.831,0.483,0.0,0.483,1787630866.238,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0028,Centralized,EAST,WEST,L50,False,True,4.53,0.623,0.0,0.623,1787630866.243,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0029,Centralized,WEST,WEST,L50,True,True,4.028,0.264,0.0,0.264,1787630866.247,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0030,Centralized,CENTRAL,EAST,L50,False,True,4.852,0.601,0.0,0.601,1787630866.252,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial3,req_0031,Centralized,EAST,WEST,L50,False,True,4.752,0.474,0.0,0.474,1787630866.257,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
