trial_id,request_id,architecture,source_region,target_region,locality_configuration,configured_network_delay_ms,is_local,success,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,timestamp,workload_hash
trial2,req_0001,Centralized,EAST,CENTRAL,L10,50,False,True,1.766,0.134,0.0,0.134,1787634424.821,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0002,Centralized,WEST,EAST,L10,50,False,True,1.613,0.115,0.0,0.115,1787634424.822,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0003,Centralized,CENTRAL,EAST,L10,50,False,True,1.821,0.141,0.0,0.141,1787634424.824,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0004,Centralized,EAST,WEST,L10,50,False,True,1.548,0.108,0.0,0.108,1787634424.826,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0005,Centralized,WEST,CENTRAL,L10,50,False,True,1.292,0.109,0.0,0.109,1787634424.827,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0006,Centralized,CENTRAL,WEST,L10,50,False,True,1.374,0.101,0.0,0.101,1787634424.828,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0007,Centralized,EAST,CENTRAL,L10,50,False,True,1.271,0.104,0.0,0.104,1787634424.83,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0008,Centralized,WEST,EAST,L10,50,False,True,1.201,0.104,0.0,0.104,1787634424.831,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0009,Centralized,CENTRAL,EAST,L10,50,False,True,1.206,0.097,0.0,0.097,1787634424.832,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0010,Centralized,EAST,EAST,L10,50,True,True,1.245,0.096,0.0,0.096,1787634424.833,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0011,Centralized,WEST,EAST,L10,50,False,True,1.157,0.099,0.0,0.099,1787634424.834,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0012,Centralized,CENTRAL,EAST,L10,50,False,True,1.824,0.285,0.0,0.285,1787634424.836,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0013,Centralized,EAST,WEST,L10,50,False,True,1.675,0.156,0.0,0.156,1787634424.838,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0014,Centralized,WEST,CENTRAL,L10,50,False,True,1.531,0.114,0.0,0.114,1787634424.839,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0015,Centralized,CENTRAL,WEST,L10,50,False,True,1.531,0.127,0.0,0.127,1787634424.841,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
trial2,req_0016,Centralized,EAST,CENTRAL,L10,50,False,True,1.342,0.108,0.0,0.108,1787634424.842,4685861ab96ba1d0f8daa7cd6feb29e8296c58eee1a32d8faf260561a4b6a2e9
