trial_id,request_id,architecture,source_region,target_region,locality_configuration,configured_network_delay_ms,is_local,success,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,timestamp,workload_hash
trial1,req_0001,Centralized,EAST,EAST,L90,50,True,True,1.351,0.099,0.0,0.099,1787634339.683,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0002,Centralized,WEST,WEST,L90,50,True,True,1.273,0.096,0.0,0.096,1787634339.684,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0003,Centralized,CENTRAL,CENTRAL,L90,50,True,True,1.308,0.088,0.0,0.088,1787634339.685,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0004,Centralized,EAST,EAST,L90,50,True,True,1.213,0.092,0.0,0.092,1787634339.686,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0005,Centralized,WEST,WEST,L90,50,True,True,1.242,0.095,0.0,0.095,1787634339.688,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0006,Centralized,CENTRAL,EAST,L90,50,False,True,1.233,0.092,0.0,0.092,1787634339.689,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0007,Centralized,EAST,EAST,L90,50,True,True,1.38,0.102,0.0,0.102,1787634339.69,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0008,Centralized,WEST,WEST,L90,50,True,True,1.316,0.112,0.0,0.112,1787634339.692,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0009,Centralized,CENTRAL,CENTRAL,L90,50,True,True,1.25,0.092,0.0,0.092,1787634339.693,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0010,Centralized,EAST,EAST,L90,50,True,True,1.281,0.118,0.0,0.118,1787634339.694,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0011,Centralized,WEST,WEST,L90,50,True,True,1.238,0.101,0.0,0.101,1787634339.695,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
