trial_id,request_id,architecture,source_region,target_region,locality_configuration,configured_network_delay_ms,is_local,success,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,timestamp,workload_hash
trial1,req_0001,Centralized,EAST,EAST,L90,5,True,True,1.366,0.123,0.0,0.123,1787634326.477,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0002,Centralized,WEST,WEST,L90,5,True,True,1.278,0.12,0.0,0.12,1787634326.479,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0003,Centralized,CENTRAL,CENTRAL,L90,5,True,True,1.265,0.104,0.0,0.104,1787634326.48,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0004,Centralized,EAST,EAST,L90,5,True,True,1.432,0.083,0.0,0.083,1787634326.481,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0005,Centralized,WEST,WEST,L90,5,True,True,1.349,0.116,0.0,0.116,1787634326.483,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0006,Centralized,CENTRAL,EAST,L90,5,False,True,1.353,0.111,0.0,0.111,1787634326.484,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0007,Centralized,EAST,EAST,L90,5,True,True,1.436,0.133,0.0,0.133,1787634326.486,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0008,Centralized,WEST,WEST,L90,5,True,True,2.168,0.094,0.0,0.094,1787634326.488,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0009,Centralized,CENTRAL,CENTRAL,L90,5,True,True,2.778,0.181,0.0,0.181,1787634326.49,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0010,Centralized,EAST,EAST,L90,5,True,True,1.523,0.111,0.0,0.111,1787634326.492,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0011,Centralized,WEST,WEST,L90,5,True,True,1.483,0.129,0.0,0.129,1787634326.494,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0012,Centralized,CENTRAL,CENTRAL,L90,5,True,True,1.26,0.106,0.0,0.106,1787634326.495,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0013,Centralized,EAST,EAST,L90,5,True,True,1.339,0.091,0.0,0.091,1787634326.496,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0014,Centralized,WEST,WEST,L90,5,True,True,1.264,0.09,0.0,0.09,1787634326.497,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0015,Centralized,CENTRAL,CENTRAL,L90,5,True,True,1.651,0.1,0.0,0.1,1787634326.499,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0016,Centralized,EAST,EAST,L90,5,True,True,1.314,0.104,0.0,0.104,1787634326.5,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0017,Centralized,WEST,WEST,L90,5,True,True,1.277,0.099,0.0,0.099,1787634326.502,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial1,req_0018,Centralized,CENTRAL,WEST,L90,5,False,True,1.534,0.183,0.0,0.183,1787634326.503,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
