trial_id,request_id,architecture,source_region,target_region,locality_configuration,configured_network_delay_ms,is_local,success,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,timestamp,workload_hash
trial2,req_0001,Centralized,EAST,EAST,L50,10,True,True,2.124,0.144,0.0,0.144,1787634359.624,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0002,Centralized,WEST,WEST,L50,10,True,True,1.512,0.114,0.0,0.114,1787634359.626,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0003,Centralized,CENTRAL,CENTRAL,L50,10,True,True,1.466,0.111,0.0,0.111,1787634359.627,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0004,Centralized,EAST,EAST,L50,10,True,True,1.318,0.103,0.0,0.103,1787634359.629,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0005,Centralized,WEST,CENTRAL,L50,10,False,True,1.228,0.096,0.0,0.096,1787634359.63,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0006,Centralized,CENTRAL,CENTRAL,L50,10,True,True,1.255,0.095,0.0,0.095,1787634359.631,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0007,Centralized,EAST,EAST,L50,10,True,True,1.316,0.107,0.0,0.107,1787634359.632,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0008,Centralized,WEST,EAST,L50,10,False,True,1.522,0.129,0.0,0.129,1787634359.634,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0009,Centralized,CENTRAL,CENTRAL,L50,10,True,True,1.254,0.099,0.0,0.099,1787634359.635,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0010,Centralized,EAST,EAST,L50,10,True,True,1.269,0.098,0.0,0.098,1787634359.637,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0011,Centralized,WEST,WEST,L50,10,True,True,1.227,0.098,0.0,0.098,1787634359.638,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0012,Centralized,CENTRAL,CENTRAL,L50,10,True,True,1.187,0.095,0.0,0.095,1787634359.639,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0013,Centralized,EAST,EAST,L50,10,True,True,1.199,0.095,0.0,0.095,1787634359.64,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0014,Centralized,WEST,CENTRAL,L50,10,False,True,1.193,0.124,0.0,0.124,1787634359.641,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0015,Centralized,CENTRAL,WEST,L50,10,False,True,1.293,0.106,0.0,0.106,1787634359.643,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0016,Centralized,EAST,EAST,L50,10,True,True,1.239,0.097,0.0,0.097,1787634359.644,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
trial2,req_0017,Centralized,WEST,WEST,L50,10,True,True,1.187,0.089,0.0,0.089,1787634359.645,df913e31516d24ad13642d331362b2859ef58879791e726b9f755c3fd5315777
