trial_id,request_id,architecture,source_region,target_region,locality_configuration,configured_network_delay_ms,is_local,success,total_latency_ms,system_latency_ms,network_latency_ms,domain_latency_ms,timestamp,workload_hash
trial2,req_0001,Centralized,EAST,EAST,L90,20,True,True,1.893,0.182,0.0,0.182,1787634335.719,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0002,Centralized,WEST,WEST,L90,20,True,True,1.379,0.124,0.0,0.124,1787634335.72,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0003,Centralized,CENTRAL,CENTRAL,L90,20,True,True,1.221,0.087,0.0,0.087,1787634335.721,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0004,Centralized,EAST,EAST,L90,20,True,True,1.268,0.105,0.0,0.105,1787634335.722,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0005,Centralized,WEST,WEST,L90,20,True,True,1.327,0.094,0.0,0.094,1787634335.724,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0006,Centralized,CENTRAL,EAST,L90,20,False,True,1.268,0.103,0.0,0.103,1787634335.725,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0007,Centralized,EAST,EAST,L90,20,True,True,1.259,0.096,0.0,0.096,1787634335.726,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0008,Centralized,WEST,WEST,L90,20,True,True,1.263,0.088,0.0,0.088,1787634335.728,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0009,Centralized,CENTRAL,CENTRAL,L90,20,True,True,1.215,0.084,0.0,0.084,1787634335.729,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0010,Centralized,EAST,EAST,L90,20,True,True,1.255,0.099,0.0,0.099,1787634335.73,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0011,Centralized,WEST,WEST,L90,20,True,True,1.201,0.094,0.0,0.094,1787634335.731,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0012,Centralized,CENTRAL,CENTRAL,L90,20,True,True,1.3,0.102,0.0,0.102,1787634335.733,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0013,Centralized,EAST,EAST,L90,20,True,True,1.344,0.086,0.0,0.086,1787634335.734,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0014,Centralized,WEST,WEST,L90,20,True,True,1.332,0.12,0.0,0.12,1787634335.735,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0015,Centralized,CENTRAL,CENTRAL,L90,20,True,True,1.303,0.085,0.0,0.085,1787634335.737,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0016,Centralized,EAST,EAST,L90,20,True,True,1.224,0.11,0.0,0.11,1787634335.738,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0017,Centralized,WEST,WEST,L90,20,True,True,1.217,0.081,0.0,0.081,1787634335.739,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0018,Centralized,CENTRAL,WEST,L90,20,False,True,1.167,0.094,0.0,0.094,1787634335.74,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0019,Centralized,EAST,EAST,L90,20,True,True,1.172,0.096,0.0,0.096,1787634335.741,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0020,Centralized,WEST,WEST,L90,20,True,True,1.254,0.096,0.0,0.096,1787634335.743,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0021,Centralized,CENTRAL,CENTRAL,L90,20,True,True,1.312,0.083,0.0,0.083,1787634335.744,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0022,Centralized,EAST,CENTRAL,L90,20,False,True,1.402,0.093,0.0,0.093,1787634335.745,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0023,Centralized,WEST,WEST,L90,20,True,True,1.242,0.102,0.0,0.102,1787634335.747,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0024,Centralized,CENTRAL,WEST,L90,20,False,True,1.31,0.092,0.0,0.092,1787634335.748,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0025,Centralized,EAST,EAST,L90,20,True,True,1.438,0.107,0.0,0.107,1787634335.749,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0026,Centralized,WEST,WEST,L90,20,True,True,1.38,0.108,0.0,0.108,1787634335.751,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0027,Centralized,CENTRAL,CENTRAL,L90,20,True,True,1.397,0.088,0.0,0.088,1787634335.752,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0028,Centralized,EAST,EAST,L90,20,True,True,1.269,0.096,0.0,0.096,1787634335.754,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0029,Centralized,WEST,WEST,L90,20,True,True,1.262,0.098,0.0,0.098,1787634335.755,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0030,Centralized,CENTRAL,CENTRAL,L90,20,True,True,1.265,0.096,0.0,0.096,1787634335.756,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
trial2,req_0031,Centralized,EAST,EAST,L90,20,True,True,1.231,0.094,0.0,0.094,1787634335.757,fecec83653ccdf9ad86aaa2fe6e4e5a5ced489d237281ab328bc4f41dd7c9aef
